,qid,question,options,answer,correct_option,format,rule,response_option
872,14124,"A study to analyze the effect of antihypertensive drugs, using the case-control design (case-control study), the two case-control sample to be analyzed service hypotensive difference whether the blood pressure values ​​measured before and after the 3 months significantly different, researchers should use what is the most appropriate statistical methods?","{'0': 'Paired t-test (Paired t-test)', '1': 'Z single sample assay (One sample Z-test)', '2': 'Pearson chi-square test (Pearson Chi-square test)', '3': 'Independent samples t-test (Independent t-test)'}",Independent samples t-test (Independent t-test),3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'antihypertensive drugs', 'R3': 'affects', 'B': 'blood pressure values'},
    },
}
```",Rule2,0
873,14181,"Two weeks after undergoing coronary artery bypass surgery for acute myocardial infarction, a 62-year-old man comes to the physician because of a 4-day history of fever, stabbing chest pain, and fatigue. Initially the pain was only present when he was lying supine, but now it is present all the time and only subsides when he is leaning forward. He has hypertension and mild mitral regurgitation. He has smoked one pack of cigarettes daily for 44 years but quit prior to surgery. Current medications include aspirin, clopidogrel, metoprolol, captopril, and atorvastatin. His temperature is 38.3°C (102°F), pulse is 84/min and regular, respirations are 16/min, and blood pressure is 132/86 mm Hg. During inspiration the blood pressure drops to 117/80 mm Hg. On physical examination there are jugular venous pulsations 4 cm above the sternal angle. Heart sounds are faint. There is 2+ edema in the lower extremities. Which of the following is the most likely cause of this patient's symptoms?","{'0': 'Increase in mean aortic pressure', '1': 'Decreased left ventricular diastolic filling', '2': 'Supraventricular arrhythmia', '3': 'Decreased right ventricular contractility\n""'}",Decreased left ventricular diastolic filling,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Coronary artery bypass surgery', 'R3': 'leads to', 'B': 'Decreased left ventricular diastolic filling'},
    },
}
```",Rule2,1
874,14197,"Question linked to image nº18 74-year-old woman with HBP, left nephrectomy for renal tuberculosis in 2004 and major depression disorder with mutism treated with electroconvulsive therapy. Last session two weeks ago. It is brought to the emergency by syncope. In the PA 142/90 mmHg scan, FC 105 bpm, oxygen saturation 89%, tachypnea at 30 rpm with run. ECG without signs of acute ischemia. Rx thorax with increased diameter of the pulmonary artery. Analytical with urea 89 mg / dL, creatinine 2.1 mg / dL, BNP 945 pg / mL, troponin 34 ng / mL (normal <0.5), D-dimer 3,200 ng / dL. The following test is performed. Given the findings, what is the most correct action?","{'0': 'Confirm the diagnosis with a chest CT angiogram.', '1': 'Anticoagular with heparin and close monitoring of vital signs.', '2': 'Administer intravenous loop diuretics, nitrites and antiaggregants.', '3': 'Administer fibrinolytics before the severity of the condition.'}",Anticoagular with heparin and close monitoring of vital signs.,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule3',
        'value': {'A': 'Increased diameter of the pulmonary artery', 'R3': 'leads to', 'B': 'Suspicion of pulmonary embolism'},
    },
}
```",Rule3,0
875,14216,"Mr. Wong, 70 years old, known to have hepatitis C for 20 years, but without cirrhosis, this time because of right upper quadrant pain and fever to the hospital emergency room, in the right lobe abdominal ultrasound examination revealed a high echo 2 cm (Hyperechoic ) tumors and gallstones, liver tumor CT display was cotton wool (Cotton wool) developed. The following statements is wrong?","{'0': 'Symptoms may be related to gallstones and', '1': 'Possibly hepatocellular carcinoma, surgery should be disposed of as soon as possible', '2': 'Liver tumors may hemangioma, regardless of the clinical symptoms, it is recommended to closely observe', '3': 'Should be added as fetoprotein and other imaging tests to establish the diagnosis'}","Possibly hepatocellular carcinoma, surgery should be disposed of as soon as possible",1,"```json
{
    ""option"": 1,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Hepatitis C"", ""R3"": ""leads to"", ""B"": ""Hepatocellular carcinoma""},
    },
}
```",Rule2,1
876,14245,"A researcher is interested in identifying the most effective treatment for uncomplicated urinary tract infections (UTI) in women between the ages of 18 and 50. Of 200 consecutive women who present to the emergency room for such a UTI, 50 are randomized to each of the following: nitrofurantoin 100 mg every 12 hours for 5 days, nitrofurantoin 100 mg every 12 hours for 7 days, cefpodoxime 100 mg every 12 hours for 5 days, and cefpodoxime 100 mg every 12 hours for 7 days. The measured outcomes include progression to pyelonephritis, positive urine culture on day 7 after initiation of treatment, and likelihood of re-presenting to the emergency room for another UTI within 90 days. Which of the following best describes this type of study?","{'0': 'Parallel study', '1': 'Factorial design study', '2': 'Between patient study', '3': 'Cluster randomized trial'}",Factorial design study,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'randomization', 'R3': 'leads to', 'B': 'identification of effective treatment'},
    },
}
```",Rule2,1
877,14270,"The following related immunosuppressant paired with its adverse effects (adverse reaction) of, what's wrong?","{'0': 'anti-CD 3 monoclonal antibody: class cold symptoms', '1': 'corticosteroids: electrolyte imbalance', '2': 'cyclosporine: Severe myelosuppression', '3': 'azathioprine: Bone marrow suppression'}",cyclosporine: Severe myelosuppression,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'cyclosporine', 'R5': 'results in', 'B': 'Severe myelosuppression'},
    },
}
```",Rule1,2
878,14271,"A 55-year-old diabetic man with good glycemic control who came for erectile dysfunction of 3 years of evolution, of slow onset. In the treatment of erectile dysfunction, etiological causes should be initially treated, lifestyles should be modified that favor erectile dysfunction and identify the needs and expectations of the patient and his partner. What should be the complementary treatment to consider?","{'0': 'Phosphodiesterase inhibitors 5.', '1': 'Vacuum devices.', '2': 'Alprostadil topical.', '3': 'Intracavernous injections'}",Vacuum devices.,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'diabetes', 'R3': 'leads to', 'B': 'erectile dysfunction'},
    },
}
```",Rule2,0
879,14292,Burning tongue might not be associated with,"{'0': 'Ranula', '1': 'Diabetes mellitus', '2': 'Pernicious anaemia', '3': 'Local irritation'}",Ranula,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Burning tongue', 'R10': 'associated with', 'B': 'Ranula'},
    },
}
```",Rule1,0
880,14299,Which of the following is not a cause of clubfoot in newborns?,"{'0': 'CTEV', '1': 'Ahogryposis multiplex cngenita', '2': 'Polio', '3': 'Spina bifida'}",Polio,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Polio', 'R1': 'cause', 'B': 'clubfoot in newborns'},
    },
}
```",Rule1,2
881,14337,Which type of Bater's syndrome is associated with mutations in batin?,"{'0': 'Type 1', '1': 'Type 2', '2': 'Type 3', '3': 'Type 4'}",Type 4,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'mutations in batin', 'R10': 'associated with', 'B': 'Type 1 Bater\'s syndrome'},
    },
}
```",Rule1,0
882,14340,A 27-year-old man comes to the physician because of a 1-week history of fever and pain with urination. His temperature is 39°C (102.2°F). Physical examination shows no abnormalities. A photomicrograph of a urine sample is shown. This patient's findings indicate damage to which of the following structures?,"{'0': 'Urethra', '1': 'Ureter', '2': 'Renal interstitium', '3': 'Glomerulus'}",Renal interstitium,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'fever and pain with urination', 'R3': 'leads to', 'B': 'damage to renal interstitium'},
    },
}
```",Rule2,2
883,14341,"Renal filtration of H2O occurs in the glomerular capillaries and their reabsorption in the peritubular, because the former have greater:","{'0': 'Permeability.', '1': 'Hydrostatic pressure', '2': 'Colloidosmotic pressure.', '3': 'Diameter.'}",Hydrostatic pressure,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Glomerular capillaries', 'R3': 'have greater hydrostatic pressure', 'B': 'renal filtration of H2O occurs'},
    },
}
```",Rule2,1
884,14344,A pregnant female had Meconium stained liquor and underwent emergency LSCS. A few days later her condition deteriorated. USG showed edematous bowels. What's the cause?,"{'0': 'Meconium peritonitis', '1': 'Paralytic ileus', '2': 'Adhesive intestinal obstruction', '3': 'Intra-abdominal abscess'}",Paralytic ileus,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Meconium stained liquor', 'R3': 'leads to', 'B': 'Meconium peritonitis'},
    },
}
```",Rule2,0
885,14426,"A 67-year-old man comes to the physician because of a worsening tremor that began one year ago. The tremor affects his left hand and improves when he uses his hand to complete a task. He also reports feeling stiffer throughout the day, and he has fallen twice in the past year. He has not noticed any changes in his cognition or mood. He has not had difficulty sleeping, but his wife says that he would kick and punch while dreaming for almost a decade. He drinks two cans of beer daily. He takes no medications. He appears healthy and well nourished. His vital signs are within normal limits. He maintains a blank stare throughout the visit. Further evaluation is most likely to show which of the following?","{'0': 'Reduced amplitude on foot tapping', '1': 'Extensor plantar response', '2': 'Choreiform movements', '3': 'No abnormalities\n""'}",Reduced amplitude on foot tapping,0,"```json
{
    ""option"": 0,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Parkinson's disease"", ""R3"": ""leads to"", ""B"": ""Reduced amplitude on foot tapping""},
    },
}
```",Rule2,0
886,14437,"Pulpectomy and pulp capping are more successful in
primary teeth because of:","{'0': 'Increased odontoblastic activity in the young', '1': 'Increased blood supply through the wide apex', '2': 'Increased volume of pulp in primary teeth', '3': 'Lesser amount of collagen fibres in young'}",Increased blood supply through the wide apex,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Increased blood supply', 'R1': 'through', 'B': 'wide apex'},
    },
}
```",Rule1,1
887,14447,Which of the following drug administration is not associated with hypomagnesemia?,"{'0': 'Cisplatin', '1': 'Valproate', '2': 'Foscarnet', '3': 'Cetuximab'}",Valproate,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Valproate', 'R10': 'not associated with', 'B': 'hypomagnesemia'},
    },
}
```",Rule1,1
888,14456,"A 19-year-old male college students, young age that is suffering from sudden heart palpitations. Among hospitalized, the patient suddenly felt heart palpitations, you immediately made ECG, electrocardiogram results from this, you think the patient is not the whole pulse is most likely why?","{'0': 'sinus tachycardia', '1': 'atrial fibrillation with rapid ventricular response', '2': 'paroxysmal supraventricular tachycardia（PSVT）', '3': 'ventricular tachycardia（VT）'}",paroxysmal supraventricular tachycardia（PSVT）,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'sudden heart palpitations', 'R3': 'leads to', 'B': 'paroxysmal supraventricular tachycardia（PSVT）'},
    },
}
```",Rule1,2
